# Created at Thu Jun 06 12:35:46 GMT+03:00 2024 in Burnaby Canada 
1717666546781	73.0
1717666547783	73.0
1717666548785	73.0
1717666549798	73.0
1717666550811	73.0
1717666551827	73.0
1717666552853	73.0
1717666553889	73.0
1717666554936	73.0
1717666555989	73.0
1717666557060	73.0
1717666558150	73.0
1717666559238	73.0
1717666560371	73.0
1717666561476	73.0
1717666562589	73.0
1717666563754	73.0
1717666564882	73.0
1717666566051	73.0
1717666567203	72.0
1717666568371	72.0
1717666569548	72.0
1717666570734	72.0
1717666571901	72.0
1717666573123	72.0
1717666574331	72.0
1717666575564	72.0
1717666576775	72.0
1717666577982	72.0
1717666579232	72.0
1717666580457	72.0
1717666581721	72.0
1717666582954	72.0
1717666584270	72.0
1717666585562	72.0
1717666586804	72.0
1717666588091	72.0
1717666589407	72.0
1717666590712	72.0
1717666592019	72.0
1717666593332	72.0
1717666594665	72.0
1717666595991	72.0
1717666597326	72.0
1717666598673	72.0
1717666600021	72.0
1717666601383	72.0
1717666602831	72.0
1717666604234	72.0
1717666605668	72.0
1717666607105	72.0
1717666608513	72.0
1717666609919	72.0
1717666611362	72.0
1717666612797	72.0
1717666614229	72.0
1717666615686	72.0
1717666617106	72.0
1717666618565	72.0
1717666620037	72.0
1717666621546	72.0
1717666623052	72.0
1717666624549	72.0
1717666626039	72.0
1717666627554	72.0
1717666629068	72.0
1717666630607	72.0
1717666632169	72.0
1717666633704	72.0
1717666635240	72.0
1717666636800	72.0
1717666638357	72.0
1717666639935	72.0
1717666641475	72.0
1717666643024	72.0
1717666644625	72.0
1717666646250	72.0
1717666647856	72.0
1717666649492	72.0
1717666651111	72.0
1717666652775	72.0
1717666654470	72.0
1717666656095	72.0
1717666657772	72.0
1717666659422	72.0
1717666661080	72.0
1717666662466	72.0
1717666664038	72.0
1717666665599	72.0
1717666667149	72.0
1717666668858	72.0
1717666670501	72.0
1717666672263	72.0
1717666673887	72.0
1717666675713	72.0
1717666677469	72.0
1717666679263	72.0
1717666681013	72.0
1717666682823	72.0
1717666684616	72.0
1717666686429	72.0
1717666688234	72.0
1717666690123	72.0
1717666691961	72.0
1717666693903	72.0
1717666695797	72.0
1717666697700	72.0
1717666699658	72.0
1717666701542	72.0
1717666703417	72.0
1717666705289	72.0
1717666707225	72.0
1717666709181	72.0
1717666711138	72.0
1717666713032	72.0
1717666715042	72.0
1717666716955	72.0
1717666718893	72.0
1717666720841	72.0
1717666722534	72.0
-1
