# Created at Thu Jun 06 12:01:52 GMT+03:00 2024 in Burnaby Canada 
1717664512079	79.0
1717664513094	79.0
1717664514129	79.0
1717664515161	79.0
1717664516201	79.0
1717664517252	79.0
1717664518305	79.0
1717664519364	79.0
1717664520432	79.0
1717664521528	79.0
1717664522633	79.0
1717664523719	79.0
1717664524833	79.0
1717664525952	79.0
1717664527079	79.0
1717664528241	79.0
1717664529421	79.0
1717664530598	79.0
1717664531760	79.0
1717664532926	79.0
1717664534102	79.0
1717664535279	79.0
1717664536473	79.0
1717664537675	79.0
1717664538910	79.0
1717664540125	79.0
1717664541387	79.0
1717664542646	79.0
1717664543886	79.0
1717664545133	79.0
1717664546398	79.0
1717664547697	79.0
1717664548982	79.0
1717664550281	79.0
1717664551581	79.0
1717664552905	79.0
1717664554285	79.0
1717664555624	79.0
1717664556979	79.0
1717664558336	79.0
1717664559738	79.0
1717664561097	79.0
1717664562484	79.0
1717664563865	79.0
1717664565265	79.0
1717664566635	79.0
1717664568012	79.0
1717664569341	79.0
1717664570730	79.0
1717664572027	79.0
1717664573315	79.0
1717664574502	79.0
1717664575795	79.0
1717664577120	79.0
1717664578430	79.0
1717664579760	79.0
1717664581157	79.0
1717664582592	79.0
1717664584060	79.0
1717664585498	79.0
1717664586977	79.0
1717664588436	79.0
1717664589915	79.0
1717664591375	79.0
1717664592820	79.0
1717664594294	79.0
1717664595816	79.0
1717664597297	79.0
1717664598845	79.0
1717664600369	79.0
1717664601925	79.0
1717664603470	79.0
1717664605054	79.0
1717664606615	79.0
1717664608180	79.0
1717664609725	79.0
1717664611313	79.0
1717664612882	79.0
1717664614464	79.0
1717664616041	79.0
1717664617629	79.0
1717664619228	79.0
1717664620762	79.0
1717664622381	79.0
1717664624007	79.0
1717664625634	79.0
1717664627215	79.0
1717664628859	79.0
1717664630209	79.0
1717664631738	79.0
1717664633280	79.0
1717664634806	79.0
1717664636481	79.0
1717664638205	79.0
1717664639894	79.0
1717664641630	79.0
1717664643276	79.0
1717664644834	79.0
1717664646388	79.0
1717664647977	79.0
1717664649734	79.0
1717664651478	79.0
1717664653244	79.0
1717664655000	79.0
1717664656791	79.0
1717664658552	79.0
1717664660335	79.0
1717664662128	79.0
1717664663923	79.0
1717664665749	79.0
1717664667384	79.0
1717664669074	79.0
1717664670714	79.0
1717664672522	78.0
1717664674361	78.0
1717664676201	78.0
1717664678110	78.0
1717664679966	78.0
1717664681830	78.0
1717664683639	78.0
1717664685506	78.0
1717664687416	78.0
1717664689269	78.0
1717664691105	78.0
1717664693172	78.0
1717664694784	78.0
-1
