# Created at Tue Jun 04 13:08:02 GMT+03:00 2024 in Burnaby Canada 
1717495682842	65.0
1717495683848	65.0
1717495684870	65.0
1717495685885	65.0
1717495686908	65.0
1717495687938	65.0
1717495688963	65.0
1717495690005	65.0
1717495691077	65.0
1717495692165	65.0
1717495693245	65.0
1717495694340	65.0
1717495695456	65.0
1717495696574	65.0
1717495697705	65.0
1717495698832	65.0
1717495699983	65.0
1717495701148	65.0
1717495702337	65.0
1717495703527	65.0
1717495704717	65.0
1717495705922	65.0
1717495707108	65.0
1717495708322	65.0
1717495709524	65.0
1717495710774	65.0
1717495712027	65.0
1717495713274	65.0
1717495714544	65.0
1717495715829	65.0
1717495717121	65.0
1717495718430	65.0
1717495719714	65.0
1717495721005	65.0
1717495722339	65.0
1717495723655	65.0
1717495724998	65.0
1717495726369	65.0
1717495727739	65.0
1717495729143	65.0
1717495730500	65.0
1717495731885	65.0
1717495733286	65.0
1717495734671	65.0
1717495736063	65.0
1717495737513	65.0
1717495738938	65.0
1717495740366	65.0
1717495741751	65.0
1717495743098	65.0
1717495744520	65.0
1717495745894	65.0
1717495747378	65.0
1717495748854	65.0
1717495750399	65.0
1717495751909	65.0
1717495753476	65.0
1717495754992	65.0
1717495756489	65.0
1717495757910	65.0
1717495759414	65.0
1717495761002	65.0
1717495762436	65.0
1717495763891	65.0
1717495765446	65.0
1717495766888	65.0
1717495768554	65.0
1717495770045	65.0
1717495771564	65.0
1717495773062	65.0
1717495774692	65.0
1717495776171	65.0
1717495777775	65.0
1717495779353	65.0
1717495781101	65.0
1717495782810	65.0
1717495784319	65.0
1717495785814	65.0
1717495787408	65.0
1717495788716	65.0
1717495790352	65.0
1717495791949	65.0
1717495793566	65.0
1717495795164	65.0
1717495796787	65.0
1717495798405	65.0
1717495800086	65.0
1717495801720	65.0
1717495803402	65.0
1717495804894	65.0
1717495806534	65.0
1717495808393	65.0
1717495810217	65.0
1717495811859	65.0
1717495813495	65.0
1717495815157	65.0
1717495816819	65.0
1717495818578	65.0
1717495820265	65.0
1717495822155	65.0
1717495823787	65.0
1717495825456	65.0
1717495827191	65.0
1717495828876	65.0
1717495830572	65.0
1717495832361	65.0
1717495834278	65.0
1717495836031	65.0
1717495837823	64.0
1717495839539	64.0
1717495841548	64.0
1717495843324	64.0
1717495845122	64.0
1717495847121	64.0
1717495848891	64.0
1717495850755	64.0
1717495852411	64.0
1717495854163	64.0
1717495855718	64.0
1717495857520	64.0
1717495859494	64.0
1717495861366	64.0
1717495863386	64.0
1717495865700	64.0
1717495867377	64.0
1717495869703	64.0
1717495871661	64.0
1717495873678	64.0
1717495875802	64.0
1717495878148	64.0
1717495880469	64.0
1717495882821	64.0
1717495885039	64.0
1717495887246	64.0
1717495889580	64.0
1717495891414	64.0
1717495893618	64.0
1717495895813	64.0
1717495898106	64.0
1717495900470	64.0
1717495902610	64.0
1717495904783	64.0
1717495907066	64.0
1717495909535	64.0
1717495912022	64.0
1717495914550	64.0
1717495916879	64.0
1717495919369	64.0
1717495921904	64.0
1717495924473	64.0
1717495926500	64.0
1717495928679	64.0
1717495931189	64.0
1717495933313	64.0
1717495935447	64.0
1717495937693	64.0
1717495939874	64.0
1717495941687	64.0
-1
